name,team_name,game_date,season,espn_player_id,team_id,espn_game_id,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y,dribbles,touch_time,defender_name,defender_distance,shot_clock
"Damian Lillard","Portland Trail Blazers",2014-02-07,2013,6606,1610612757,400489612,5,0,57,1,"Jump Shot","3PT Field Goal",26.70,"Indiana Pacers",10,257,0,0.00,"George, Paul",3.80,21.50
"Damian Lillard","Portland Trail Blazers",2014-02-07,2013,6606,1610612757,400489612,5,0,05,1,"Jump Shot","3PT Field Goal",24.60,"Indiana Pacers",17,247,1,1.60,"Hill, George",3.40,0.00
"Robin Lopez","Portland Trail Blazers",2014-02-07,2013,3447,1610612757,400489612,5,0,00,0,"Jump Shot","3PT Field Goal",23.40,"Indiana Pacers",2,683,0,0.40,"Hill, George",8.00,0.00
"Luol Deng","Cleveland Cavaliers",2014-02-09,2013,2429,1610612739,400489633,5,4,35,1,"Jump Shot","3PT Field Goal",22.80,"Memphis Grizzlies",239,4,0,0.80,"Randolph, Zach",4.30,2.50
"Dion Waiters","Cleveland Cavaliers",2014-02-09,2013,6628,1610612739,400489633,5,3,53,1,"Jump Shot","2PT Field Goal",21.30,"Memphis Grizzlies",-79,178,10,9.10,"Johnson, James",3.00,8.60
"Dion Waiters","Cleveland Cavaliers",2014-02-09,2013,6628,1610612739,400489633,5,3,24,0,"Jump Shot","2PT Field Goal",21.50,"Memphis Grizzlies",111,153,3,3.90,"Johnson, James",4.50,10.40
"Anderson Varejao","Cleveland Cavaliers",2014-02-09,2013,2419,1610612739,400489633,5,2,45,1,"Jump Shot","2PT Field Goal",16.50,"Memphis Grizzlies",-97,132,0,1.00,"Prince, Tayshaun",9.50,10.40
"Anderson Varejao","Cleveland Cavaliers",2014-02-09,2013,2419,1610612739,400489633,5,2,02,0,"Jump Shot","2PT Field Goal",16.30,"Memphis Grizzlies",4,153,0,1.10,"Prince, Tayshaun",3.90,7.90
"Courtney Lee","Memphis Grizzlies",2014-02-09,2013,3445,1610612763,400489633,5,4,12,0,"Jump Shot","3PT Field Goal",24.00,"Cleveland Cavaliers",6,257,0,1.00,"Thompson, Tristan",4.40,6.30
"Zach Randolph","Memphis Grizzlies",2014-02-09,2013,1017,1610612763,400489633,5,3,40,0,"Jump Shot","2PT Field Goal",17.50,"Cleveland Cavaliers",152,72,2,3.30,"Varejao, Anderson",4.10,14.00
"Nick Calathes","Memphis Grizzlies",2014-02-09,2013,3969,1610612763,400489633,5,3,04,1,"Jump Shot","3PT Field Goal",27.60,"Cleveland Cavaliers",-164,216,0,0.70,"Irving, Kyrie",4.10,6.10
"Zach Randolph","Memphis Grizzlies",2014-02-09,2013,1017,1610612763,400489633,5,2,21,0,"Jump Shot","2PT Field Goal",3.60,"Cleveland Cavaliers",6,33,0,1.00,"Varejao, Anderson",1.00,22.50
"Nick Calathes","Memphis Grizzlies",2014-02-09,2013,3969,1610612763,400489633,5,0,51,0,"Jump Shot","3PT Field Goal",25.90,"Cleveland Cavaliers",162,216,0,0.70,"Irving, Kyrie",5.20,15.30
"Zach Randolph","Memphis Grizzlies",2014-02-09,2013,1017,1610612763,400489633,5,0,02,0,"Jump Shot","3PT Field Goal",24.40,"Cleveland Cavaliers",-174,203,0,1.00,"Varejao, Anderson",12.90,0.00
"Carmelo Anthony","New York Knicks",2014-02-12,2013,1975,1610612752,400489656,5,3,17,0,"Jump Shot","2PT Field Goal",17.00,"Sacramento Kings",65,140,0,0.70,"Williams, Derrick",4.20,15.30
"Carmelo Anthony","New York Knicks",2014-02-12,2013,1975,1610612752,400489656,5,2,11,0,"Jump Shot","2PT Field Goal",16.10,"Sacramento Kings",61,66,0,0.70,"Gay, Rudy",4.60,8.70
"Carmelo Anthony","New York Knicks",2014-02-12,2013,1975,1610612752,400489656,5,2,07,0,"Jump Shot","3PT Field Goal",40.20,"Sacramento Kings",203,156,0,0.00,"Gay, Rudy",14.30,23.90
"Tim Hardaway Jr","New York Knicks",2014-02-12,2013,2528210,1610612752,400489656,5,0,27,1,"Jump Shot","3PT Field Goal",25.30,"Sacramento Kings",222,137,0,1.00,"Thomas, Isaiah",5.00,19.80
"Carmelo Anthony","New York Knicks",2014-02-12,2013,1975,1610612752,400489656,5,0,03,0,"Jump Shot","3PT Field Goal",27.30,"Sacramento Kings",106,239,3,4.60,"Williams, Derrick",7.60,0.00
"Raymond Felton","New York Knicks",2014-02-12,2013,2753,1610612752,400489656,5,0,00,0,"Jump Shot","2PT Field Goal",10.20,"Sacramento Kings",-12,35,0,0.90,"Gay, Rudy",4.20,0.00
"Isaiah Thomas","Sacramento Kings",2014-02-12,2013,6472,1610612758,400489656,5,4,24,0,"Jump Shot","3PT Field Goal",24.20,"New York Knicks",198,149,8,7.70,"Felton, Raymond",3.90,6.80
"Rudy Gay","Sacramento Kings",2014-02-12,2013,3005,1610612758,400489656,5,4,16,1,"Jump Shot","3PT Field Goal",24.80,"New York Knicks",-97,224,0,1.00,"Hardaway Jr., Tim",7.80,17.70
"Derrick Williams","Sacramento Kings",2014-02-12,2013,6480,1610612758,400489656,5,0,32,1,"Jump Shot","2PT Field Goal",19.90,"New York Knicks",-157,0,0,1.00,"Chandler, Tyson",8.60,6.90
"Isaiah Thomas","Sacramento Kings",2014-02-12,2013,6472,1610612758,400489656,5,0,07,1,"Jump Shot","2PT Field Goal",20.40,"New York Knicks",154,107,17,17.80,"Felton, Raymond",3.40,6.20
"Wilson Chandler","Denver Nuggets",2014-02-18,2013,3194,1610612743,400489672,5,4,37,0,"Jump Shot","3PT Field Goal",22.50,"Phoenix Suns",-223,22,0,0.90,"Tucker, PJ",1.50,6.00
"Evan Fournier","Denver Nuggets",2014-02-18,2013,6588,1610612743,400489672,5,4,26,0,"Jump Shot","3PT Field Goal",24.80,"Phoenix Suns",-191,159,0,0.70,"Green, Gerald",6.00,14.30
"Randy Foye","Denver Nuggets",2014-02-18,2013,3003,1610612743,400489672,5,3,35,0,"Jump Shot","3PT Field Goal",30.00,"Phoenix Suns",-185,192,12,7.80,"Dragic, Goran",3.70,2.20
"Evan Fournier","Denver Nuggets",2014-02-18,2013,6588,1610612743,400489672,5,2,28,0,"Jump Shot","3PT Field Goal",25.70,"Phoenix Suns",147,208,8,8.10,"Green, Gerald",4.50,13.30
"Wilson Chandler","Denver Nuggets",2014-02-18,2013,3194,1610612743,400489672,5,1,21,0,"Jump Shot","3PT Field Goal",25.30,"Phoenix Suns",-144,211,0,1.40,"Tucker, PJ",2.70,11.20
"Evan Fournier","Denver Nuggets",2014-02-18,2013,6588,1610612743,400489672,5,0,43,0,"Jump Shot","2PT Field Goal",12.40,"Phoenix Suns",61,99,9,6.70,"Green, Gerald",3.20,15.30
"Wilson Chandler","Denver Nuggets",2014-02-18,2013,3194,1610612743,400489672,5,0,20,0,"Jump Shot","3PT Field Goal",23.50,"Phoenix Suns",247,48,0,0.80,"Tucker, PJ",2.40,19.10
"JJ Hickson","Denver Nuggets",2014-02-18,2013,3437,1610612743,400489672,5,0,01,0,"Jump Shot","3PT Field Goal",27.00,"Phoenix Suns",-169,197,0,0.80,"Morris, Marcus",3.50,0.00
"Markieff Morris","Phoenix Suns",2014-02-18,2013,6461,1610612756,400489672,5,4,00,0,"Jump Shot","2PT Field Goal",17.60,"Denver Nuggets",-155,71,0,3.50,"Chandler, Wilson",2.70,1.70
"Miles Plumlee","Phoenix Suns",2014-02-18,2013,6616,1610612756,400489672,5,3,10,0,"Jump Shot","2PT Field Goal",21.30,"Denver Nuggets",184,135,4,8.00,"Hickson, JJ",5.70,2.30
"Gerald Green","Phoenix Suns",2014-02-18,2013,2761,1610612756,400489672,5,1,36,1,"Jump Shot","2PT Field Goal",17.00,"Denver Nuggets",75,160,0,0.00,"Faried, Kenneth",4.20,17.50
"Chandler Parsons","Houston Rockets",2014-02-20,2013,6466,1610612745,400489687,5,1,46,0,"Jump Shot","3PT Field Goal",25.50,"Golden State Warriors",99,261,3,7.30,"Lee, David",3.60,6.00
"Arron Afflalo","Orlando Magic",2014-02-21,2013,3187,1610612753,400489689,5,3,53,1,"Jump Shot","3PT Field Goal",24.30,"New York Knicks",170,187,0,0.80,"Anthony, Carmelo",4.90,12.40
"Victor Oladipo","Orlando Magic",2014-02-21,2013,2527963,1610612753,400489689,5,3,21,0,"Jump Shot","2PT Field Goal",20.20,"New York Knicks",-41,186,12,11.40,"Felton, Raymond",5.60,12.90
"Arron Afflalo","Orlando Magic",2014-02-21,2013,3187,1610612753,400489689,6,4,41,1,"Jump Shot","2PT Field Goal",20.20,"New York Knicks",132,132,1,1.40,"Smith, J.R.",5.20,7.90
"Nikola Vucevic","Orlando Magic",2014-02-21,2013,6478,1610612753,400489689,6,3,38,0,"Jump Shot","2PT Field Goal",19.00,"New York Knicks",0,179,0,0.70,"Chandler, Tyson",11.80,16.00
"Kyle OQuinn","Orlando Magic",2014-02-21,2013,6615,1610612753,400489689,6,0,56,1,"Jump Shot","2PT Field Goal",19.00,"New York Knicks",18,168,0,1.00,"Hardaway Jr., Tim",8.00,10.50
"Tim Hardaway Jr","New York Knicks",2014-02-21,2013,2528210,1610612752,400489689,5,4,45,0,"Jump Shot","3PT Field Goal",24.40,"Orlando Magic",163,201,0,0.90,"Oladipo, Victor",5.50,12.20
"Carmelo Anthony","New York Knicks",2014-02-21,2013,1975,1610612752,400489689,5,0,27,0,"Jump Shot","2PT Field Goal",13.30,"Orlando Magic",-92,134,3,4.00,"Afflalo, Arron",2.60,8.30
"JR Smith","New York Knicks",2014-02-21,2013,2444,1610612752,400489689,6,3,11,0,"Jump Shot","2PT Field Goal",8.60,"Orlando Magic",6,121,3,1.90,"Vucevic, Nikola",3.00,5.60
"JR Smith","New York Knicks",2014-02-21,2013,2444,1610612752,400489689,6,2,48,0,"Jump Shot","3PT Field Goal",26.60,"Orlando Magic",-119,225,0,0.80,"Moore, ETwaun",4.60,7.30
"Raymond Felton","New York Knicks",2014-02-21,2013,2753,1610612752,400489689,6,0,22,0,"Jump Shot","3PT Field Goal",26.30,"Orlando Magic",-149,214,0,0.80,"Harkless, Maurice",6.00,19.20
"Carmelo Anthony","New York Knicks",2014-02-21,2013,1975,1610612752,400489689,6,0,11,0,"Jump Shot","3PT Field Goal",23.70,"Orlando Magic",73,242,6,4.30,"OQuinn, Kyle",1.00,0.00
"Tim Hardaway Jr","New York Knicks",2014-02-21,2013,2528210,1610612752,400489689,6,0,00,0,"Jump Shot","3PT Field Goal",24.90,"Orlando Magic",211,143,0,1.10,"Harkless, Maurice",13.20,0.00
"Greivis Vasquez","Toronto Raptors",2014-02-27,2013,4291,1610612761,400489737,5,3,50,0,"Jump Shot","3PT Field Goal",24.80,"Washington Wizards",-81,230,0,0.80,"Ariza, Trevor",6.40,12.50
"John Salmons","Toronto Raptors",2014-02-27,2013,1726,1610612761,400489737,5,1,42,0,"Jump Shot","3PT Field Goal",21.90,"Washington Wizards",-237,7,0,0.80,"Webster, Martell",5.50,8.60
"John Salmons","Toronto Raptors",2014-02-27,2013,1726,1610612761,400489737,6,3,45,0,"Jump Shot","3PT Field Goal",22.00,"Washington Wizards",-229,1,0,0.80,"Webster, Martell",4.40,1.80
"DeMar DeRozan","Toronto Raptors",2014-02-27,2013,3978,1610612761,400489737,6,2,30,0,"Jump Shot","2PT Field Goal",20.20,"Washington Wizards",-158,145,2,2.40,"Webster, Martell",2.40,1.60
"DeMar DeRozan","Toronto Raptors",2014-02-27,2013,3978,1610612761,400489737,7,2,51,0,"Jump Shot","2PT Field Goal",18.00,"Washington Wizards",143,64,3,3.80,"Ariza, Trevor",3.70,11.30
"DeMar DeRozan","Toronto Raptors",2014-02-27,2013,3978,1610612761,400489737,7,0,24,0,"Jump Shot","2PT Field Goal",5.60,"Washington Wizards",-30,14,4,3.60,"Wall, John",2.00,20.40
"Trevor Ariza","Washington Wizards",2014-02-27,2013,2426,1610612764,400489737,5,4,47,0,"Jump Shot","3PT Field Goal",23.00,"Toronto Raptors",228,58,0,0.80,"DeRozan, DeMar",6.30,14.30
"John Wall","Washington Wizards",2014-02-27,2013,4237,1610612764,400489737,5,4,41,0,"Jump Shot","3PT Field Goal",24.40,"Toronto Raptors",-221,96,0,1.10,"Vasquez, Greivis",16.70,21.50
"Martell Webster","Washington Wizards",2014-02-27,2013,2795,1610612764,400489737,5,1,12,0,"Jump Shot","3PT Field Goal",22.80,"Toronto Raptors",228,7,0,0.60,"Vasquez, Greivis",6.10,1.60
"Bradley Beal","Washington Wizards",2014-02-27,2013,6580,1610612764,400489737,6,4,10,0,"Jump Shot","2PT Field Goal",20.80,"Toronto Raptors",34,205,1,2.00,"Vasquez, Greivis",9.30,7.80
"John Wall","Washington Wizards",2014-02-27,2013,4237,1610612764,400489737,6,0,12,0,"Jump Shot","2PT Field Goal",19.90,"Toronto Raptors",97,172,0,0.00,"Salmons, John",3.80,6.00
"Bradley Beal","Washington Wizards",2014-02-27,2013,6580,1610612764,400489737,7,3,09,1,"Jump Shot","2PT Field Goal",22.20,"Toronto Raptors",-11,213,2,2.10,"Vasquez, Greivis",3.90,1.00
"Martell Webster","Washington Wizards",2014-02-27,2013,2795,1610612764,400489737,7,2,43,0,"Jump Shot","3PT Field Goal",24.10,"Toronto Raptors",-171,168,0,0.80,"Salmons, John",10.20,18.70
"Jimmy Butler","Chicago Bulls",2014-03-09,2013,6430,1610612741,400489807,5,4,19,0,"Jump Shot","3PT Field Goal",26.40,"Miami Heat",28,247,0,0.80,"Andersen, Chris",5.10,2.00
"DJ Augustin","Chicago Bulls",2014-03-09,2013,3415,1610612741,400489807,5,4,07,1,"Jump Shot","3PT Field Goal",23.40,"Miami Heat",-235,12,1,2.00,"Chalmers, Mario",6.70,15.30
"Joakim Noah","Chicago Bulls",2014-03-09,2013,3224,1610612741,400489807,5,3,19,0,"Jump Shot","2PT Field Goal",20.40,"Miami Heat",-146,123,0,0.80,"James, LeBron",4.00,3.00
"Taj Gibson","Chicago Bulls",2014-03-09,2013,3986,1610612741,400489807,5,2,42,0,"Jump Shot","2PT Field Goal",16.80,"Miami Heat",-160,-5,0,0.90,"Bosh, Chris",3.80,9.50
"Jimmy Butler","Chicago Bulls",2014-03-09,2013,6430,1610612741,400489807,5,2,25,1,"Jump Shot","2PT Field Goal",14.60,"Miami Heat",119,20,0,1.10,"Chalmers, Mario",4.80,10.40
"Taj Gibson","Chicago Bulls",2014-03-09,2013,3986,1610612741,400489807,5,1,53,0,"Jump Shot","2PT Field Goal",16.90,"Miami Heat",-2,149,0,0.80,"Bosh, Chris",5.70,9.10
"Jimmy Butler","Chicago Bulls",2014-03-09,2013,6430,1610612741,400489807,5,1,01,0,"Jump Shot","3PT Field Goal",24.70,"Miami Heat",-231,60,0,0.60,"James, LeBron",2.90,3.30
"Kirk Hinrich","Chicago Bulls",2014-03-09,2013,1981,1610612741,400489807,5,0,27,0,"Jump Shot","3PT Field Goal",24.20,"Miami Heat",83,244,0,1.10,"Wade, Dwyane",5.30,6.70
"Dwyane Wade","Miami Heat",2014-03-09,2013,1987,1610612748,400489807,5,3,45,0,"Jump Shot","2PT Field Goal",17.70,"Chicago Bulls",-78,145,0,0.80,"Hinrich, Kirk",3.20,11.00
"LeBron James","Miami Heat",2014-03-09,2013,1966,1610612748,400489807,5,3,00,0,"Jump Shot","3PT Field Goal",25.60,"Chicago Bulls",190,175,7,8.70,"Butler, Jimmy",4.10,7.10
"Chris Bosh","Miami Heat",2014-03-09,2013,1977,1610612748,400489807,5,1,42,0,"Jump Shot","3PT Field Goal",24.40,"Chicago Bulls",174,189,0,0.70,"Gibson, Taj",6.30,15.70
"Mario Chalmers","Miami Heat",2014-03-09,2013,3419,1610612748,400489807,5,1,37,0,"Jump Shot","2PT Field Goal",4.60,"Chicago Bulls",-46,7,2,2.00,"Noah, Joakim",3.30,21.10
"Dwyane Wade","Miami Heat",2014-03-09,2013,1987,1610612748,400489807,5,0,49,0,"Jump Shot","3PT Field Goal",24.20,"Chicago Bulls",193,146,0,0.80,"Noah, Joakim",6.90,16.60
"LeBron James","Miami Heat",2014-03-09,2013,1966,1610612748,400489807,5,0,23,0,"Jump Shot","2PT Field Goal",8.70,"Chicago Bulls",-2,67,1,1.70,"Butler, Jimmy",3.80,23.10
"Eric Gordon","New Orleans Pelicans",2014-03-09,2013,3431,1610612740,400489809,5,4,45,0,"Jump Shot","2PT Field Goal",11.30,"Denver Nuggets",70,53,1,1.40,"Lawson, Ty",4.20,12.40
"Anthony Morrow","New Orleans Pelicans",2014-03-09,2013,3474,1610612740,400489809,5,3,25,0,"Jump Shot","2PT Field Goal",11.90,"Denver Nuggets",-10,102,2,2.50,"Lawson, Ty",2.30,7.70
"Anthony Morrow","New Orleans Pelicans",2014-03-09,2013,3474,1610612740,400489809,5,3,22,1,"Jump Shot","3PT Field Goal",24.90,"Denver Nuggets",62,242,0,0.80,"Lawson, Ty",4.90,22.90
"Anthony Davis","New Orleans Pelicans",2014-03-09,2013,6583,1610612740,400489809,5,2,59,0,"Jump Shot","2PT Field Goal",3.00,"Denver Nuggets",-57,36,0,0.00,"Brooks, Aaron",2.50,13.60
"Brian Roberts","New Orleans Pelicans",2014-03-09,2013,6641,1610612740,400489809,5,2,36,1,"Jump Shot","2PT Field Goal",17.30,"Denver Nuggets",-174,-5,2,1.80,"Brooks, Aaron",3.40,10.10
"Ty Lawson","Denver Nuggets",2014-03-09,2013,4000,1610612743,400489809,5,2,51,0,"Jump Shot","3PT Field Goal",24.20,"New Orleans Pelicans",136,211,3,3.50,"Roberts, Brian",6.10,18.90
"Wilson Chandler","Denver Nuggets",2014-03-09,2013,3194,1610612743,400489809,5,2,16,1,"Jump Shot","3PT Field Goal",24.30,"New Orleans Pelicans",-164,200,0,0.90,"Morrow, Anthony",6.40,12.80
"Wilson Chandler","Denver Nuggets",2014-03-09,2013,3194,1610612743,400489809,5,0,42,0,"Jump Shot","3PT Field Goal",27.30,"New Orleans Pelicans",69,249,0,0.90,"Evans, Tyreke",4.30,13.40
"Kenneth Faried","Denver Nuggets",2014-03-09,2013,6433,1610612743,400489809,5,0,23,0,"Jump Shot","2PT Field Goal",7.80,"New Orleans Pelicans",0,47,1,2.10,"Aminu, Al-Farouq",2.40,15.30
"Ty Lawson","Denver Nuggets",2014-03-09,2013,4000,1610612743,400489809,5,0,08,0,"Jump Shot","3PT Field Goal",26.60,"New Orleans Pelicans",-187,172,2,2.10,"Rivers, Austin",2.90,0.00
"Evan Fournier","Denver Nuggets",2014-03-09,2013,6588,1610612743,400489809,5,0,00,1,"Jump Shot","3PT Field Goal",23.20,"New Orleans Pelicans",-234,0,0,0.80,"Gordon, Eric",14.50,0.00
"Chandler Parsons","Houston Rockets",2014-03-09,2013,6466,1610612745,400489812,5,4,09,0,"Jump Shot","3PT Field Goal",24.00,"Portland Trail Blazers",-45,244,1,3.00,"Lopez, Robin",8.70,14.40
"Jeremy Lin","Houston Rockets",2014-03-09,2013,4299,1610612745,400489812,5,3,56,0,"Jump Shot","3PT Field Goal",25.50,"Portland Trail Blazers",-119,228,0,0.50,"Batum, Nicolas",9.10,14.70
"Damian Lillard","Portland Trail Blazers",2014-03-09,2013,6606,1610612757,400489812,5,4,20,1,"Jump Shot","3PT Field Goal",26.10,"Houston Rockets",-147,224,0,0.50,"Beverley, Patrick",3.90,13.20
"LaMarcus Aldridge","Portland Trail Blazers",2014-03-09,2013,2983,1610612757,400489812,5,2,16,1,"Jump Shot","2PT Field Goal",18.50,"Houston Rockets",-136,131,1,1.30,"Howard, Dwight",4.60,6.30
"Wesley Matthews","Portland Trail Blazers",2014-03-09,2013,4032,1610612757,400489812,5,1,38,0,"Jump Shot","3PT Field Goal",25.70,"Houston Rockets",17,255,0,0.80,"Harden, James",4.50,7.30
"LaMarcus Aldridge","Portland Trail Blazers",2014-03-09,2013,2983,1610612757,400489812,5,1,02,0,"Jump Shot","2PT Field Goal",0.00,"Houston Rockets",91,146,0,0.00,,0.00,0.00
"CJ McCollum","Portland Trail Blazers",2014-03-09,2013,2490149,1610612757,400489812,5,0,18,0,"Jump Shot","3PT Field Goal",30.30,"Houston Rockets",43,271,1,1.40,"Harden, James",3.90,0.00
"Nicolas Batum","Portland Trail Blazers",2014-03-09,2013,3416,1610612757,400489812,5,0,14,0,"Jump Shot","3PT Field Goal",22.00,"Houston Rockets",-229,1,1,2.40,"Lin, Jeremy",2.50,0.00
"Wesley Matthews","Portland Trail Blazers",2014-03-09,2013,4032,1610612757,400489812,5,0,08,0,"Jump Shot","3PT Field Goal",23.10,"Houston Rockets",233,-6,0,0.60,"Hamilton, Jordan",5.20,0.00
"Mo Williams","Portland Trail Blazers",2014-03-09,2013,2178,1610612757,400489812,5,0,03,0,"Jump Shot","3PT Field Goal",26.90,"Houston Rockets",140,225,0,0.80,"Harden, James",4.20,0.00
"Victor Oladipo","Orlando Magic",2014-03-14,2013,2527963,1610612753,400489845,5,4,34,1,"Jump Shot","2PT Field Goal",21.30,"Washington Wizards",32,200,9,7.90,"Beal, Bradley",4.20,15.20
"Jameer Nelson","Orlando Magic",2014-03-14,2013,2439,1610612753,400489845,5,3,30,0,"Jump Shot","3PT Field Goal",24.80,"Washington Wizards",-180,168,1,1.50,"Wall, John",5.90,10.90
"Tobias Harris","Orlando Magic",2014-03-14,2013,6440,1610612753,400489845,5,3,04,1,"Jump Shot","2PT Field Goal",15.90,"Washington Wizards",-150,44,0,1.00,"Booker, Trevor",6.80,12.90
"Jameer Nelson","Orlando Magic",2014-03-14,2013,2439,1610612753,400489845,5,0,13,0,"Jump Shot","2PT Field Goal",23.60,"Washington Wizards",54,214,12,11.60,"Ariza, Trevor",5.70,12.30
"John Wall","Washington Wizards",2014-03-14,2013,4237,1610612764,400489845,5,4,46,0,"Jump Shot","3PT Field Goal",25.70,"Orlando Magic",-62,249,1,2.00,"Nelson, Jameer",4.60,13.80
"Trevor Ariza","Washington Wizards",2014-03-14,2013,2426,1610612764,400489845,5,3,48,1,"Jump Shot","3PT Field Goal",24.20,"Orlando Magic",-142,195,0,0.70,"Afflalo, Arron",4.20,11.70
"Marcin Gortat","Washington Wizards",2014-03-14,2013,2758,1610612764,400489845,5,2,49,1,"Jump Shot","2PT Field Goal",15.50,"Orlando Magic",-23,142,0,1.00,"Vucevic, Nikola",5.10,12.60
"Trevor Ariza","Washington Wizards",2014-03-14,2013,2426,1610612764,400489845,5,1,00,1,"Jump Shot","3PT Field Goal",22.30,"Orlando Magic",-240,48,0,1.20,"Afflalo, Arron",12.10,18.00
"Josh Smith","Detroit Pistons",2014-03-15,2013,2411,1610612765,400489857,5,4,39,0,"Jump Shot","2PT Field Goal",5.70,"Indiana Pacers",70,33,9,9.30,"West, David",1.60,7.40
"Josh Smith","Detroit Pistons",2014-03-15,2013,2411,1610612765,400489857,5,3,46,0,"Jump Shot","2PT Field Goal",4.10,"Indiana Pacers",-51,42,5,4.90,"Hibbert, Roy",0.70,5.40
"Josh Smith","Detroit Pistons",2014-03-15,2013,2411,1610612765,400489857,5,3,22,0,"Jump Shot","3PT Field Goal",25.00,"Indiana Pacers",179,184,0,0.80,"West, David",5.30,6.00
"Greg Monroe","Detroit Pistons",2014-03-15,2013,4260,1610612765,400489857,5,2,20,0,"Jump Shot","2PT Field Goal",3.10,"Indiana Pacers",-26,17,0,1.90,"Hibbert, Roy",2.50,15.40
"Rodney Stuckey","Detroit Pistons",2014-03-15,2013,3235,1610612765,400489857,5,1,08,1,"Jump Shot","2PT Field Goal",11.20,"Indiana Pacers",-73,55,0,0.50,"Stephenson, Lance",2.40,12.40
"Rodney Stuckey","Detroit Pistons",2014-03-15,2013,3235,1610612765,400489857,5,0,31,0,"Jump Shot","2PT Field Goal",11.30,"Indiana Pacers",-101,69,4,3.60,"George, Paul",3.00,13.10
"Brandon Jennings","Detroit Pistons",2014-03-15,2013,3997,1610612765,400489857,5,0,12,0,"Jump Shot","2PT Field Goal",9.60,"Indiana Pacers",-19,58,6,3.70,"West, David",3.70,0.00
"David West","Indiana Pacers",2014-03-15,2013,2177,1610612754,400489857,5,4,13,1,"Jump Shot","2PT Field Goal",17.70,"Detroit Pistons",130,99,0,1.00,"Smith, Josh",10.50,3.00
"Lance Stephenson","Indiana Pacers",2014-03-15,2013,4244,1610612754,400489857,5,3,02,0,"Jump Shot","3PT Field Goal",23.20,"Detroit Pistons",231,115,0,1.00,"Smith, Josh",7.10,8.10
"Roy Hibbert","Indiana Pacers",2014-03-15,2013,3436,1610612754,400489857,5,2,30,0,"Jump Shot","2PT Field Goal",21.60,"Detroit Pistons",-120,145,0,1.90,"Jennings, Brandon",3.50,0.60
"David West","Indiana Pacers",2014-03-15,2013,2177,1610612754,400489857,5,2,00,1,"Jump Shot","2PT Field Goal",17.30,"Detroit Pistons",91,129,1,1.50,"Smith, Josh",5.00,11.80
"David West","Indiana Pacers",2014-03-15,2013,2177,1610612754,400489857,5,1,21,1,"Jump Shot","2PT Field Goal",18.10,"Detroit Pistons",88,132,0,0.90,"Singler, Kyle",6.50,8.00
"Anthony Davis","New Orleans Pelicans",2014-03-16,2013,6583,1610612740,400489863,5,4,46,0,"Jump Shot","2PT Field Goal",15.40,"Boston Celtics",80,137,0,0.70,"Humphries, Kris",5.40,15.10
"Brian Roberts","New Orleans Pelicans",2014-03-16,2013,6641,1610612740,400489863,5,4,11,0,"Jump Shot","2PT Field Goal",21.60,"Boston Celtics",135,115,13,9.80,"Bradley, Avery",3.60,13.00
"Tyreke Evans","New Orleans Pelicans",2014-03-16,2013,3983,1610612740,400489863,5,3,24,0,"Jump Shot","2PT Field Goal",5.50,"Boston Celtics",23,30,5,4.50,"Sullinger, Jared",2.40,18.80
"Jeff Green","Boston Celtics",2014-03-16,2013,3209,1610612738,400489863,5,4,25,0,"Jump Shot","2PT Field Goal",15.40,"New Orleans Pelicans",31,159,1,1.10,"Evans, Tyreke",1.90,6.00
"Avery Bradley","Boston Celtics",2014-03-16,2013,4240,1610612738,400489863,5,3,10,0,"Jump Shot","2PT Field Goal",20.90,"New Orleans Pelicans",64,184,0,0.80,"Gordon, Eric",4.60,13.90
"Rajon Rondo","Boston Celtics",2014-03-16,2013,3026,1610612738,400489863,5,2,27,0,"Jump Shot","3PT Field Goal",23.60,"New Orleans Pelicans",215,153,4,5.60,"Evans, Tyreke",4.30,1.60
"Jeff Green","Boston Celtics",2014-03-16,2013,3209,1610612738,400489863,5,1,51,0,"Jump Shot","3PT Field Goal",26.80,"New Orleans Pelicans",157,198,0,0.80,"Evans, Tyreke",4.80,12.50
"Jared Sullinger","Boston Celtics",2014-03-16,2013,6624,1610612738,400489863,5,1,16,1,"Jump Shot","3PT Field Goal",25.00,"New Orleans Pelicans",198,170,0,1.10,"Davis, Anthony",6.00,8.30
"Jared Sullinger","Boston Celtics",2014-03-16,2013,6624,1610612738,400489863,5,0,39,0,"Jump Shot","3PT Field Goal",25.50,"New Orleans Pelicans",-149,214,0,0.80,"Davis, Anthony",6.20,12.10
"Jared Sullinger","Boston Celtics",2014-03-16,2013,6624,1610612738,400489863,5,0,12,0,"Jump Shot","3PT Field Goal",24.80,"New Orleans Pelicans",217,159,0,1.10,"Withey, Jeff",23.50,0.00
"Pero Antic","Atlanta Hawks",2014-03-18,2013,2585616,1610612737,400489877,5,4,33,1,"Jump Shot","3PT Field Goal",22.30,"Toronto Raptors",-231,3,0,1.30,"Hansbrough, Tyler",8.20,10.40
"Kyle Korver","Atlanta Hawks",2014-03-18,2013,2011,1610612737,400489877,5,3,30,0,"Jump Shot","2PT Field Goal",19.90,"Toronto Raptors",-147,89,0,2.40,"Ross, Terrence",4.60,6.70
