name,team_name,game_date,season,espn_player_id,team_id,espn_game_id,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y,dribbles,touch_time,defender_name,defender_distance,shot_clock
"Tyson Chandler","New York Knicks",2014-01-24,2013,984,1610612752,400489513,3,0,32,1,"Alley Oop Dunk Shot","2PT Field Goal",2.90,"Charlotte Hornets",-23,3,0,1.00,"Jefferson, Al",7.20,10.50
"Dwight Howard","Houston Rockets",2014-01-24,2013,2384,1610612745,400489515,3,11,41,1,"Alley Oop Dunk Shot","2PT Field Goal",1.80,"Memphis Grizzlies",1,8,0,1.10,"Gasol, Marc",4.00,6.70
"Terrence Ross","Toronto Raptors",2014-01-25,2013,6619,1610612761,400489520,3,5,55,1,"Alley Oop Dunk Shot","2PT Field Goal",2.80,"Los Angeles Clippers",6,-3,0,0.90,"Collison, Darren",2.10,21.40
"Blake Griffin","Los Angeles Clippers",2014-01-25,2013,3989,1610612746,400489520,3,3,23,1,"Alley Oop Dunk Shot","2PT Field Goal",0.90,"Toronto Raptors",7,3,0,0.00,"Ross, Terrence",7.20,19.50
"Blake Griffin","Los Angeles Clippers",2014-01-25,2013,3989,1610612746,400489520,3,1,40,1,"Alley Oop Dunk Shot","2PT Field Goal",8.70,"Toronto Raptors",17,3,0,0.00,"Vasquez, Greivis",5.50,20.30
"Tim Hardaway Jr","New York Knicks",2014-01-26,2013,2528210,1610612752,400489528,3,1,14,1,"Alley Oop Dunk Shot","2PT Field Goal",5.10,"Los Angeles Lakers",4,4,0,0.60,"Marshall, Kendall",5.00,24.00
"Jonas Valanciunas","Toronto Raptors",2014-01-27,2013,6477,1610612761,400489536,3,8,30,1,"Alley Oop Dunk Shot","2PT Field Goal",1.30,"Brooklyn Nets",-19,3,0,0.00,"Garnett, Kevin",3.30,13.20
"DeAndre Jordan","Los Angeles Clippers",2014-01-27,2013,3442,1610612746,400489538,3,1,07,1,"Alley Oop Dunk Shot","2PT Field Goal",1.30,"Milwaukee Bucks",-2,-5,0,0.10,"Middleton, Khris",4.10,19.00
"Andrew Bogut","Golden State Warriors",2014-01-28,2013,2747,1610612744,400489546,3,10,11,1,"Alley Oop Dunk Shot","2PT Field Goal",1.00,"Washington Wizards",-4,3,0,1.00,"Gortat, Marcin",2.00,13.80
"Nick Young","Los Angeles Lakers",2014-01-28,2013,3243,1610612747,400489547,3,3,21,1,"Alley Oop Dunk Shot","2PT Field Goal",1.20,"Indiana Pacers",15,33,0,0.10,"Hibbert, Roy",5.00,15.80
"Amir Johnson","Toronto Raptors",2014-01-29,2013,2769,1610612761,400489549,3,4,19,1,"Alley Oop Dunk Shot","2PT Field Goal",3.10,"Orlando Magic",6,9,0,0.80,"Davis, Glen",3.40,13.10
"Terrence Ross","Toronto Raptors",2014-01-29,2013,6619,1610612761,400489549,3,2,33,1,"Alley Oop Dunk Shot","2PT Field Goal",4.80,"Orlando Magic",28,11,1,0.80,"Nelson, Jameer",4.30,24.00
"Tim Duncan","San Antonio Spurs",2014-01-29,2013,215,1610612759,400489556,3,4,18,1,"Alley Oop Dunk Shot","2PT Field Goal",8.60,"Chicago Bulls",28,-5,3,5.50,"Noah, Joakim",0.80,6.30
"Thaddeus Young","Philadelphia 76ers",2014-01-31,2013,3244,1610612755,400489563,3,8,07,1,"Alley Oop Dunk Shot","2PT Field Goal",3.80,"Atlanta Hawks",0,-2,1,0.80,"Ayon, Gustavo",4.40,24.00
"Kevin Durant","Oklahoma City Thunder",2014-01-31,2013,3202,1610612760,400489565,3,7,41,1,"Alley Oop Dunk Shot","2PT Field Goal",3.00,"Brooklyn Nets",23,4,0,0.00,"Johnson, Joe",6.10,15.90
"Kevin Durant","Oklahoma City Thunder",2014-01-31,2013,3202,1610612760,400489565,3,4,10,1,"Alley Oop Dunk Shot","2PT Field Goal",3.30,"Brooklyn Nets",20,4,1,0.70,"Livingston, Shaun",7.30,24.00
"Blake Griffin","Los Angeles Clippers",2014-02-01,2013,3989,1610612746,400489581,3,3,00,1,"Alley Oop Dunk Shot","2PT Field Goal",3.50,"Utah Jazz",-10,9,0,0.00,"Gobert, Rudy",5.00,18.00
"Josh Smith","Detroit Pistons",2014-02-03,2013,2411,1610612765,400489586,3,2,20,1,"Alley Oop Dunk Shot","2PT Field Goal",3.40,"Miami Heat",0,7,0,1.00,"James, LeBron",6.00,20.50
"Tristan Thompson","Cleveland Cavaliers",2014-02-03,2013,6474,1610612739,400489590,3,11,17,1,"Alley Oop Dunk Shot","2PT Field Goal",0.50,"Dallas Mavericks",10,-3,0,0.00,"Dalembert, Samuel",3.80,12.60
"JJ Hickson","Denver Nuggets",2014-02-03,2013,3437,1610612743,400489591,3,9,31,1,"Alley Oop Dunk Shot","2PT Field Goal",3.10,"Los Angeles Clippers",-13,6,0,0.20,"Jordan, DeAndre",2.70,24.00
"Wesley Johnson","Los Angeles Lakers",2014-02-04,2013,4247,1610612747,400489595,3,1,07,1,"Alley Oop Dunk Shot","2PT Field Goal",3.10,"Minnesota Timberwolves",13,-2,1,0.50,"Cunningham, Dante",4.00,24.00
"Tyson Chandler","New York Knicks",2014-02-05,2013,984,1610612752,400489601,3,9,08,1,"Alley Oop Dunk Shot","2PT Field Goal",2.40,"Portland Trail Blazers",12,9,0,0.00,"Lopez, Robin",5.70,15.90
"Dwight Howard","Houston Rockets",2014-02-05,2013,2384,1610612745,400489602,3,4,13,1,"Alley Oop Dunk Shot","2PT Field Goal",1.70,"Phoenix Suns",2,0,1,1.50,"Tucker, PJ",5.80,24.00
"DeAndre Jordan","Los Angeles Clippers",2014-02-05,2013,3442,1610612746,400489609,3,8,02,1,"Alley Oop Dunk Shot","2PT Field Goal",2.20,"Miami Heat",15,23,0,0.70,"Chalmers, Mario",1.00,14.40
"LeBron James","Miami Heat",2014-02-05,2013,1966,1610612748,400489609,3,9,15,1,"Alley Oop Dunk Shot","2PT Field Goal",7.00,"Los Angeles Clippers",13,15,1,0.30,"Collison, Darren",5.70,24.00
"Chris Andersen","Miami Heat",2014-02-05,2013,1135,1610612748,400489609,3,3,00,1,"Alley Oop Dunk Shot","2PT Field Goal",2.20,"Los Angeles Clippers",13,14,1,0.70,"Jordan, DeAndre",3.00,24.00
"Samuel Dalembert","Dallas Mavericks",2014-02-07,2013,991,1610612742,400489619,3,8,58,1,"Alley Oop Dunk Shot","2PT Field Goal",1.10,"Utah Jazz",-8,0,1,0.60,"Hayward, Gordon",3.70,24.00
"Brandan Wright","Dallas Mavericks",2014-02-07,2013,3242,1610612742,400489619,3,2,27,1,"Alley Oop Dunk Shot","2PT Field Goal",1.70,"Utah Jazz",1,1,0,0.00,"Kanter, Enes",4.90,12.70
"Joel Freeland","Portland Trail Blazers",2014-02-08,2013,3004,1610612757,400489625,3,0,21,1,"Alley Oop Dunk Shot","2PT Field Goal",0.00,"Minnesota Timberwolves",23,9,0,0.00,,0.00,0.00
"Dwight Howard","Houston Rockets",2014-02-08,2013,2384,1610612745,400489626,3,9,19,1,"Alley Oop Dunk Shot","2PT Field Goal",3.20,"Milwaukee Bucks",-10,6,0,4.20,"Pachulia, Zaza",3.30,14.90
"Tyson Chandler","New York Knicks",2014-02-09,2013,984,1610612752,400489629,3,11,39,1,"Alley Oop Dunk Shot","2PT Field Goal",2.00,"Oklahoma City Thunder",-11,1,0,0.80,"Sefolosha, Thabo",4.00,4.40
"Tyson Chandler","New York Knicks",2014-02-09,2013,984,1610612752,400489629,3,6,21,1,"Alley Oop Dunk Shot","2PT Field Goal",3.20,"Oklahoma City Thunder",9,1,0,0.00,"Perkins, Kendrick",2.70,16.90
"Brandan Wright","Dallas Mavericks",2014-02-09,2013,3242,1610612742,400489631,3,0,04,1,"Alley Oop Dunk Shot","2PT Field Goal",4.00,"Boston Celtics",-10,7,0,0.00,"Wallace, Gerald",2.50,0.00
"Anthony Davis","New Orleans Pelicans",2014-02-09,2013,6583,1610612740,400489632,3,6,29,1,"Alley Oop Dunk Shot","2PT Field Goal",0.80,"Brooklyn Nets",20,1,0,0.70,"Pierce, Paul",2.70,20.90
"Brandan Wright","Dallas Mavericks",2014-02-11,2013,3242,1610612742,400489643,3,2,08,1,"Alley Oop Dunk Shot","2PT Field Goal",3.80,"Charlotte Hornets",-5,0,0,0.00,"Walker, Kemba",2.80,12.70
"Wesley Johnson","Los Angeles Lakers",2014-02-11,2013,4247,1610612747,400489649,3,5,00,1,"Alley Oop Dunk Shot","2PT Field Goal",4.60,"Utah Jazz",-14,8,0,0.40,"Evans, Jeremy",3.00,24.00
"Tyson Chandler","New York Knicks",2014-02-12,2013,984,1610612752,400489656,3,8,38,1,"Alley Oop Dunk Shot","2PT Field Goal",1.70,"Sacramento Kings",6,6,1,0.40,"Cousins, DeMarcus",8.20,24.00
"Dwight Howard","Houston Rockets",2014-02-12,2013,2384,1610612745,400489657,3,5,54,1,"Alley Oop Dunk Shot","2PT Field Goal",0.90,"Washington Wizards",2,4,0,0.00,Nene,1.50,18.00
"Meyers Leonard","Portland Trail Blazers",2014-02-12,2013,6605,1610612757,400489662,3,5,07,1,"Alley Oop Dunk Shot","2PT Field Goal",2.20,"Los Angeles Clippers",9,37,0,0.80,"Barnes, Matt",3.60,2.70
"Wesley Johnson","Los Angeles Lakers",2014-02-13,2013,4247,1610612747,400489664,3,10,47,1,"Alley Oop Dunk Shot","2PT Field Goal",3.00,"Oklahoma City Thunder",6,0,0,0.00,"Jackson, Reggie",5.30,20.00
"Wesley Johnson","Los Angeles Lakers",2014-02-13,2013,4247,1610612747,400489664,3,4,43,1,"Alley Oop Dunk Shot","2PT Field Goal",2.90,"Oklahoma City Thunder",21,-13,0,0.00,"Roberson, Andre",3.50,16.60
"Kevin Durant","Oklahoma City Thunder",2014-02-13,2013,3202,1610612760,400489664,3,6,05,1,"Alley Oop Dunk Shot","2PT Field Goal",6.00,"Los Angeles Lakers",9,0,1,0.90,"Williams, Shawne",5.50,24.00
"Serge Ibaka","Oklahoma City Thunder",2014-02-13,2013,3439,1610612760,400489664,3,2,45,1,"Alley Oop Dunk Shot","2PT Field Goal",2.70,"Los Angeles Lakers",-13,-3,0,0.90,"Hill, Jordan",3.70,14.80
"Andre Drummond","Detroit Pistons",2014-02-18,2013,6585,1610612765,400489668,3,3,57,1,"Alley Oop Dunk Shot","2PT Field Goal",2.80,"Charlotte Hornets",0,1,0,0.00,"Zeller, Cody",5.30,24.00
"Tyson Chandler","New York Knicks",2014-02-19,2013,984,1610612752,400489679,3,2,05,1,"Alley Oop Dunk Shot","2PT Field Goal",2.80,"New Orleans Pelicans",-2,-2,0,0.00,"Davis, Anthony",1.90,9.60
"Dwight Howard","Houston Rockets",2014-02-19,2013,2384,1610612745,400489684,3,7,37,1,"Alley Oop Dunk Shot","2PT Field Goal",4.30,"Los Angeles Lakers",-21,14,0,0.70,"Johnson, Wesley",1.70,11.20
"Kenneth Faried","Denver Nuggets",2014-02-20,2013,6433,1610612743,400489685,3,7,32,1,"Alley Oop Dunk Shot","2PT Field Goal",0.90,"Milwaukee Bucks",-13,0,1,0.30,"Ilyasova, Ersan",2.70,17.50
"Kenneth Faried","Denver Nuggets",2014-02-20,2013,6433,1610612743,400489685,3,6,43,1,"Alley Oop Dunk Shot","2PT Field Goal",3.50,"Milwaukee Bucks",-4,-6,0,0.00,"Butler, Caron",4.50,19.30
"Terrence Ross","Toronto Raptors",2014-02-21,2013,6619,1610612761,400489691,3,9,58,1,"Alley Oop Dunk Shot","2PT Field Goal",4.20,"Cleveland Cavaliers",4,6,0,0.00,"Jack, Jarrett",1.80,20.20
"Tristan Thompson","Cleveland Cavaliers",2014-02-21,2013,6474,1610612739,400489691,3,8,02,1,"Alley Oop Dunk Shot","2PT Field Goal",1.20,"Toronto Raptors",1,1,0,0.00,"Johnson, Amir",4.20,13.80
"Josh Smith","Detroit Pistons",2014-02-21,2013,2411,1610612765,400489692,3,9,22,1,"Alley Oop Dunk Shot","2PT Field Goal",4.30,"Atlanta Hawks",0,3,0,4.50,"Carroll, DeMarre",2.30,19.90
"Paul George","Indiana Pacers",2014-02-22,2013,4251,1610612754,400489702,3,9,25,1,"Alley Oop Dunk Shot","2PT Field Goal",3.20,"Milwaukee Bucks",-2,0,0,0.00,"Knight, Brandon",1.30,13.20
"DeAndre Jordan","Los Angeles Clippers",2014-02-23,2013,3442,1610612746,400489706,3,2,54,1,"Alley Oop Dunk Shot","2PT Field Goal",3.00,"Oklahoma City Thunder",12,-11,1,0.80,"Ibaka, Serge",3.20,0.00
"Chris Andersen","Miami Heat",2014-02-23,2013,1135,1610612748,400489707,3,2,29,1,"Alley Oop Dunk Shot","2PT Field Goal",1.80,"Chicago Bulls",7,11,0,0.00,"Gibson, Taj",2.40,10.10
"Blake Griffin","Los Angeles Clippers",2014-02-24,2013,3989,1610612746,400489717,3,8,05,1,"Alley Oop Dunk Shot","2PT Field Goal",3.80,"New Orleans Pelicans",0,3,0,0.20,"Davis, Anthony",1.60,24.00
"Paul George","Indiana Pacers",2014-02-25,2013,4251,1610612754,400489720,3,3,09,1,"Alley Oop Dunk Shot","2PT Field Goal",1.30,"Los Angeles Lakers",-35,3,0,0.00,"Bazemore, Kent",1.20,9.20
"Kevin Durant","Oklahoma City Thunder",2014-02-26,2013,3202,1610612760,400489731,3,5,16,1,"Alley Oop Dunk Shot","2PT Field Goal",3.70,"Cleveland Cavaliers",1,-6,0,0.00,"Deng, Luol",4.40,12.00
"Andre Drummond","Detroit Pistons",2014-02-26,2013,6585,1610612765,400489732,3,6,38,1,"Alley Oop Dunk Shot","2PT Field Goal",3.80,"San Antonio Spurs",-10,6,0,0.00,"Duncan, Tim",2.30,19.40
"Mason Plumlee","Brooklyn Nets",2014-02-26,2013,2488653,1610612751,400489734,3,4,01,1,"Alley Oop Dunk Shot","2PT Field Goal",3.20,"Portland Trail Blazers",0,-5,1,0.80,"Claver, Victor",4.10,24.00
"Mason Plumlee","Brooklyn Nets",2014-02-26,2013,2488653,1610612751,400489734,3,1,12,1,"Alley Oop Dunk Shot","2PT Field Goal",0.80,"Portland Trail Blazers",1,7,1,0.40,"Claver, Victor",4.20,24.00
"DeAndre Jordan","Los Angeles Clippers",2014-02-26,2013,3442,1610612746,400489735,3,6,37,1,"Alley Oop Dunk Shot","2PT Field Goal",2.90,"Houston Rockets",15,22,0,0.70,"Howard, Dwight",2.60,24.00
"DeAndre Jordan","Los Angeles Clippers",2014-02-26,2013,3442,1610612746,400489735,3,2,35,1,"Alley Oop Dunk Shot","2PT Field Goal",0.90,"Houston Rockets",18,20,0,0.40,"Motiejunas, Donatas",3.30,24.00
"Tyson Chandler","New York Knicks",2014-02-27,2013,984,1610612752,400489738,3,9,19,1,"Alley Oop Dunk Shot","2PT Field Goal",2.00,"Miami Heat",9,4,2,1.20,"Bosh, Chris",5.00,24.00
"Derrick Williams","Sacramento Kings",2014-02-28,2013,6480,1610612758,400489745,3,4,49,1,"Alley Oop Dunk Shot","2PT Field Goal",2.40,"Los Angeles Lakers",12,4,0,0.00,"Johnson, Wesley",7.20,18.20
"LeBron James","Miami Heat",2014-03-01,2013,1966,1610612748,400489747,3,6,55,1,"Alley Oop Dunk Shot","2PT Field Goal",2.60,"Orlando Magic",2,12,0,0.80,"Harkless, Maurice",4.30,20.10
"Tobias Harris","Orlando Magic",2014-03-01,2013,6440,1610612753,400489747,3,7,46,1,"Alley Oop Dunk Shot","2PT Field Goal",3.80,"Miami Heat",9,9,0,0.00,"Wade, Dwyane",5.70,18.00
"Andre Drummond","Detroit Pistons",2014-03-01,2013,6585,1610612765,400489749,3,5,06,1,"Alley Oop Dunk Shot","2PT Field Goal",0.90,"Houston Rockets",12,-2,0,1.20,"Beverley, Patrick",4.50,20.00
"Andre Drummond","Detroit Pistons",2014-03-01,2013,6585,1610612765,400489749,3,3,36,1,"Alley Oop Dunk Shot","2PT Field Goal",4.50,"Houston Rockets",12,0,2,1.70,"Motiejunas, Donatas",6.60,24.00
"Mason Plumlee","Brooklyn Nets",2014-03-03,2013,2488653,1610612751,400489764,3,6,33,1,"Alley Oop Dunk Shot","2PT Field Goal",3.20,"Chicago Bulls",12,0,1,0.90,"Noah, Joakim",5.30,24.00
"Andre Drummond","Detroit Pistons",2014-03-03,2013,6585,1610612765,400489765,3,3,54,1,"Alley Oop Dunk Shot","2PT Field Goal",2.20,"New York Knicks",9,0,0,0.00,"Anthony, Carmelo",4.10,18.70
"Dwight Howard","Houston Rockets",2014-03-04,2013,2384,1610612745,400489773,3,7,40,1,"Alley Oop Dunk Shot","2PT Field Goal",0.90,"Miami Heat",0,9,0,0.00,"Chalmers, Mario",4.20,20.80
"Dwight Howard","Houston Rockets",2014-03-04,2013,2384,1610612745,400489773,3,5,59,1,"Alley Oop Dunk Shot","2PT Field Goal",0.60,"Miami Heat",-4,4,0,0.00,"Bosh, Chris",1.80,20.30
"Dwight Howard","Houston Rockets",2014-03-05,2013,2384,1610612745,400489778,3,7,54,1,"Alley Oop Dunk Shot","2PT Field Goal",6.20,"Orlando Magic",7,3,2,1.60,"Vucevic, Nikola",7.80,24.00
"Mason Plumlee","Brooklyn Nets",2014-03-05,2013,2488653,1610612751,400489781,3,6,22,1,"Alley Oop Dunk Shot","2PT Field Goal",1.90,"Memphis Grizzlies",-15,6,0,0.80,"Gasol, Marc",1.90,15.00
"Kevin Durant","Oklahoma City Thunder",2014-03-06,2013,3202,1610612760,400489788,3,9,47,1,"Alley Oop Dunk Shot","2PT Field Goal",4.00,"Phoenix Suns",1,1,0,1.10,"Tucker, PJ",3.10,11.10
"DeAndre Jordan","Los Angeles Clippers",2014-03-06,2013,3442,1610612746,400489789,3,9,50,1,"Alley Oop Dunk Shot","2PT Field Goal",0.90,"Los Angeles Lakers",-4,30,0,0.00,"Gasol, Pau",7.60,5.00
"DeAndre Jordan","Los Angeles Clippers",2014-03-06,2013,3442,1610612746,400489789,3,6,14,1,"Alley Oop Dunk Shot","2PT Field Goal",9.80,"Los Angeles Lakers",-10,19,1,2.00,"Henry, Xavier",6.90,24.00
"Blake Griffin","Los Angeles Clippers",2014-03-06,2013,3989,1610612746,400489789,3,3,09,1,"Alley Oop Dunk Shot","2PT Field Goal",3.70,"Los Angeles Lakers",4,11,0,0.90,"Johnson, Wesley",4.00,18.50
"Tyson Chandler","New York Knicks",2014-03-07,2013,984,1610612752,400489794,3,9,01,1,"Alley Oop Dunk Shot","2PT Field Goal",5.10,"Utah Jazz",10,3,1,1.30,"Favors, Derrick",5.10,24.00
"Tyson Chandler","New York Knicks",2014-03-07,2013,984,1610612752,400489794,3,4,56,1,"Alley Oop Dunk Shot","2PT Field Goal",3.20,"Utah Jazz",0,9,0,0.00,"Favors, Derrick",4.30,10.40
"Tyson Chandler","New York Knicks",2014-03-07,2013,984,1610612752,400489794,3,4,15,1,"Alley Oop Dunk Shot","2PT Field Goal",1.20,"Utah Jazz",0,3,0,0.00,"Williams, Marvin",3.40,1.30
"Timofey Mozgov","Denver Nuggets",2014-03-07,2013,4298,1610612743,400489798,3,7,52,1,"Alley Oop Dunk Shot","2PT Field Goal",4.30,"Los Angeles Lakers",-2,7,1,0.80,"Gasol, Pau",1.80,24.00
"Kenneth Faried","Denver Nuggets",2014-03-07,2013,6433,1610612743,400489798,3,1,13,1,"Alley Oop Dunk Shot","2PT Field Goal",4.30,"Los Angeles Lakers",18,6,0,0.00,"Farmar, Jordan",5.60,19.30
"Dwight Howard","Houston Rockets",2014-03-07,2013,2384,1610612745,400489799,3,7,45,1,"Alley Oop Dunk Shot","2PT Field Goal",1.10,"Indiana Pacers",2,3,0,0.00,"Stephenson, Lance",4.40,14.10
"DeAndre Jordan","Los Angeles Clippers",2014-03-10,2013,3442,1610612746,400489822,3,8,39,1,"Alley Oop Dunk Shot","2PT Field Goal",6.00,"Phoenix Suns",1,4,0,0.00,"Plumlee, Miles",2.40,12.60
"Andre Drummond","Detroit Pistons",2014-03-11,2013,6585,1610612765,400489824,3,6,03,1,"Alley Oop Dunk Shot","2PT Field Goal",3.30,"Sacramento Kings",0,1,2,1.10,"Cousins, DeMarcus",3.20,24.00
"Dwight Howard","Houston Rockets",2014-03-11,2013,2384,1610612745,400489828,3,6,22,1,"Alley Oop Dunk Shot","2PT Field Goal",1.60,"Oklahoma City Thunder",12,-2,0,0.10,"Durant, Kevin",2.70,24.00
"Ben McLemore","Sacramento Kings",2014-03-12,2013,2578213,1610612758,400489832,3,9,33,1,"Alley Oop Dunk Shot","2PT Field Goal",2.20,"Philadelphia 76ers",-4,4,2,1.10,"Anderson, James",6.30,24.00
"Wesley Johnson","Los Angeles Lakers",2014-03-13,2013,4247,1610612747,400489843,3,7,55,1,"Alley Oop Dunk Shot","2PT Field Goal",4.10,"Oklahoma City Thunder",10,-6,0,0.90,"Westbrook, Russell",5.00,12.00
"Cody Zeller","Charlotte Bobcats",2014-03-14,2013,2579258,1610612766,400489844,3,3,19,1,"Alley Oop Dunk Shot","2PT Field Goal",4.00,"Minnesota Timberwolves",-13,4,1,0.50,"Dieng, Gorgui",4.20,24.00
"Chris Andersen","Miami Heat",2014-03-14,2013,1135,1610612748,400489849,3,3,55,1,"Alley Oop Dunk Shot","2PT Field Goal",2.30,"Denver Nuggets",0,1,0,0.00,"Fournier, Evan",6.70,10.20
"Chris Andersen","Miami Heat",2014-03-14,2013,1135,1610612748,400489849,3,3,03,1,"Alley Oop Dunk Shot","2PT Field Goal",5.80,"Denver Nuggets",4,3,1,0.70,"Fournier, Evan",9.50,24.00
"DeAndre Jordan","Los Angeles Clippers",2014-03-14,2013,3442,1610612746,400489852,3,9,24,1,"Alley Oop Dunk Shot","2PT Field Goal",1.50,"Utah Jazz",-8,7,1,0.30,"Kanter, Enes",2.70,20.30
"DeAndre Jordan","Los Angeles Clippers",2014-03-14,2013,3442,1610612746,400489852,3,0,53,1,"Alley Oop Dunk Shot","2PT Field Goal",3.30,"Utah Jazz",-8,9,0,0.00,"Favors, Derrick",1.70,18.10
"Kenneth Faried","Denver Nuggets",2014-03-15,2013,6433,1610612743,400489856,3,3,03,1,"Alley Oop Dunk Shot","2PT Field Goal",1.50,"Atlanta Hawks",0,-5,0,0.10,"Millsap, Paul",1.20,10.00
"Dwight Howard","Houston Rockets",2014-03-16,2013,2384,1610612745,400489862,3,3,26,1,"Alley Oop Dunk Shot","2PT Field Goal",2.30,"Miami Heat",18,6,0,0.00,"Andersen, Chris",3.80,10.90
"Anthony Davis","New Orleans Pelicans",2014-03-16,2013,6583,1610612740,400489863,3,0,01,1,"Alley Oop Dunk Shot","2PT Field Goal",2.30,"Boston Celtics",-5,-6,0,0.60,"Olynyk, Kelly",5.10,0.00
"Brandan Wright","Dallas Mavericks",2014-03-16,2013,3242,1610612742,400489865,3,0,20,1,"Alley Oop Dunk Shot","2PT Field Goal",0.40,"Oklahoma City Thunder",-18,-2,0,0.00,"Collison, Nick",4.20,11.80
"DeAndre Jordan","Los Angeles Clippers",2014-03-16,2013,3442,1610612746,400489868,3,9,15,1,"Alley Oop Dunk Shot","2PT Field Goal",1.10,"Cleveland Cavaliers",-5,-2,0,0.00,"Hawes, Spencer",3.90,21.30
"Timofey Mozgov","Denver Nuggets",2014-03-17,2013,4298,1610612743,400489875,3,9,50,1,"Alley Oop Dunk Shot","2PT Field Goal",6.50,"Los Angeles Clippers",-23,9,0,0.50,"Jordan, DeAndre",5.60,24.00
"Blake Griffin","Los Angeles Clippers",2014-03-17,2013,3989,1610612746,400489875,3,0,30,1,"Alley Oop Dunk Shot","2PT Field Goal",2.10,"Denver Nuggets",9,4,1,0.20,"Arthur, Darrell",2.00,20.00
"Cody Zeller","Charlotte Bobcats",2014-03-19,2013,2579258,1610612766,400489883,3,0,46,1,"Alley Oop Dunk Shot","2PT Field Goal",4.10,"Brooklyn Nets",-10,-5,0,0.00,"Teletovic, Mirza",5.00,15.50
"Tony Allen","Memphis Grizzlies",2014-03-19,2013,2367,1610612763,400489884,3,3,58,1,"Alley Oop Dunk Shot","2PT Field Goal",1.50,"Utah Jazz",2,-5,0,1.00,"Kanter, Enes",4.50,8.60
"DeMar DeRozan","Toronto Raptors",2014-03-19,2013,3978,1610612761,400489885,3,7,14,1,"Alley Oop Dunk Shot","2PT Field Goal",2.40,"New Orleans Pelicans",-2,3,0,0.00,"Evans, Tyreke",4.60,13.30
"James Anderson","Philadelphia 76ers",2014-03-21,2013,4242,1610612755,400489896,3,8,44,1,"Alley Oop Dunk Shot","2PT Field Goal",3.10,"New York Knicks",12,1,0,0.00,"Chandler, Tyson",8.80,18.70
"Miles Plumlee","Phoenix Suns",2014-03-21,2013,6616,1610612756,400489902,3,8,01,1,"Alley Oop Dunk Shot","2PT Field Goal",1.60,"Detroit Pistons",6,4,0,0.00,"Drummond, Andre",2.50,14.90
"Markieff Morris","Phoenix Suns",2014-03-21,2013,6461,1610612756,400489902,3,2,55,1,"Alley Oop Dunk Shot","2PT Field Goal",5.90,"Detroit Pistons",-11,4,0,0.00,"Monroe, Greg",5.10,20.90
"Jimmy Butler","Chicago Bulls",2014-03-22,2013,6430,1610612741,400489907,3,7,11,1,"Alley Oop Dunk Shot","2PT Field Goal",3.70,"Philadelphia 76ers",17,17,0,0.00,"Anderson, James",1.70,14.80
"Byron Mullens","Philadelphia 76ers",2014-03-24,2013,4005,1610612755,400489927,3,0,02,1,"Alley Oop Dunk Shot","2PT Field Goal",3.40,"San Antonio Spurs",-8,11,0,0.80,"Daye, Austin",3.00,0.00
"Kevin Love","Minnesota Timberwolves",2014-03-26,2013,3449,1610612750,400489938,3,1,32,1,"Alley Oop Dunk Shot","2PT Field Goal",3.60,"Atlanta Hawks",7,-16,0,0.90,"Brand, Elton",4.60,12.10
"Thomas Robinson","Portland Trail Blazers",2014-03-27,2013,6618,1610612757,400489944,3,2,23,1,"Alley Oop Dunk Shot","2PT Field Goal",3.00,"Atlanta Hawks",12,7,0,0.00,"Teague, Jeff",3.10,20.60
"John Henson","Milwaukee Bucks",2014-03-27,2013,6592,1610612749,400489946,3,2,54,1,"Alley Oop Dunk Shot","2PT Field Goal",2.40,"Los Angeles Lakers",-4,-2,0,0.00,"Kelly, Ryan",2.90,9.70
"Blake Griffin","Los Angeles Clippers",2014-03-27,2013,3989,1610612746,400489947,3,5,53,1,"Alley Oop Dunk Shot","2PT Field Goal",4.10,"Dallas Mavericks",0,3,0,1.00,"Wright, Brandan",3.40,3.60
"Udonis Haslem","Miami Heat",2014-03-28,2013,2184,1610612748,400489952,3,2,51,1,"Alley Oop Dunk Shot","2PT Field Goal",3.10,"Detroit Pistons",1,1,0,0.00,"Stuckey, Rodney",5.20,18.50
"Thomas Robinson","Portland Trail Blazers",2014-03-28,2013,6618,1610612757,400489953,3,4,37,1,"Alley Oop Dunk Shot","2PT Field Goal",3.90,"Chicago Bulls",12,9,0,0.00,"Boozer, Carlos",3.60,19.40
"Kevin Durant","Oklahoma City Thunder",2014-03-28,2013,3202,1610612760,400489956,3,7,22,1,"Alley Oop Dunk Shot","2PT Field Goal",2.70,"Sacramento Kings",13,3,0,0.00,"Cousins, DeMarcus",6.50,11.90
"Russell Westbrook","Oklahoma City Thunder",2014-03-28,2013,3468,1610612760,400489956,3,3,12,1,"Alley Oop Dunk Shot","2PT Field Goal",5.10,"Sacramento Kings",0,3,0,0.30,"Cousins, DeMarcus",7.20,24.00
"Miles Plumlee","Phoenix Suns",2014-03-28,2013,6616,1610612756,400489958,3,6,40,1,"Alley Oop Dunk Shot","2PT Field Goal",2.70,"New York Knicks",0,-2,0,0.00,"Prigioni, Pablo",4.00,20.50
"DeAndre Jordan","Los Angeles Clippers",2014-03-29,2013,3442,1610612746,400489961,3,2,18,1,"Alley Oop Dunk Shot","2PT Field Goal",4.10,"Houston Rockets",9,1,0,0.00,"Canaan, Isaiah",1.90,11.00
