name,team_name,game_date,season,espn_player_id,team_id,espn_game_id,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y,dribbles,touch_time,defender_name,defender_distance,shot_clock
"Gerald Henderson","Charlotte Bobcats",2013-11-23,2013,3993,1610612766,400489066,3,3,17,1,"Dunk Shot","2PT Field Goal",7.40,"Milwaukee Bucks",-13,7,1,3.00,"Knight, Brandon",6.50,0.00
"Tim Duncan","San Antonio Spurs",2013-11-23,2013,215,1610612759,400489067,3,11,40,1,"Dunk Shot","2PT Field Goal",1.50,"Cleveland Cavaliers",9,23,0,1.60,"Thompson, Tristan",1.40,7.50
"Tristan Thompson","Cleveland Cavaliers",2013-11-23,2013,6474,1610612739,400489067,3,6,24,1,"Dunk Shot","2PT Field Goal",0.30,"San Antonio Spurs",0,9,1,1.20,"Ayres, Jeff",3.10,17.10
"Maurice Harkless","Orlando Magic",2013-11-24,2013,6591,1610612753,400489072,3,10,48,1,"Dunk Shot","2PT Field Goal",3.50,"Phoenix Suns",0,4,1,1.10,"Plumlee, Miles",3.90,0.00
"Michael KiddGilchrist","Charlotte Bobcats",2013-11-25,2013,6601,1610612766,400489075,3,8,01,1,"Dunk Shot","2PT Field Goal",4.00,"Boston Celtics",-4,1,0,0.80,"Bass, Brandon",4.80,20.30
"Jeff Taylor","Charlotte Bobcats",2013-11-25,2013,6156,1610612766,400489075,3,1,04,1,"Dunk Shot","2PT Field Goal",2.20,"Boston Celtics",1,3,0,0.60,"Green, Jeff",3.40,18.00
"Kevin Love","Minnesota Timberwolves",2013-11-25,2013,3449,1610612750,400489076,3,6,21,1,"Dunk Shot","2PT Field Goal",2.60,"Indiana Pacers",-4,15,0,0.90,"George, Paul",21.20,22.80
"John Henson","Milwaukee Bucks",2013-11-25,2013,6592,1610612749,400489077,3,3,03,1,"Dunk Shot","2PT Field Goal",3.70,"Detroit Pistons",1,-3,1,1.60,"Jennings, Brandon",4.50,21.30
"Chris Bosh","Miami Heat",2013-11-25,2013,1977,1610612748,400489078,3,10,45,1,"Dunk Shot","2PT Field Goal",5.40,"Phoenix Suns",6,4,0,0.80,"Green, Gerald",1.60,11.30
"Kawhi Leonard","San Antonio Spurs",2013-11-25,2013,6450,1610612759,400489081,3,9,45,1,"Dunk Shot","2PT Field Goal",7.90,"New Orleans Pelicans",15,7,0,3.80,"Smith, Jason",4.80,21.00
"Kawhi Leonard","San Antonio Spurs",2013-11-25,2013,6450,1610612759,400489081,3,8,05,1,"Dunk Shot","2PT Field Goal",2.80,"New Orleans Pelicans",-8,4,7,7.00,"Aminu, Al-Farouq",0.80,13.00
"Boris Diaw","San Antonio Spurs",2013-11-25,2013,2167,1610612759,400489081,3,3,19,1,"Dunk Shot","2PT Field Goal",3.10,"New Orleans Pelicans",1,1,1,1.50,"Evans, Tyreke",5.00,14.30
"Rudy Gobert","Utah Jazz",2013-11-25,2013,3032976,1610612762,400489082,3,3,35,1,"Dunk Shot","2PT Field Goal",1.00,"Chicago Bulls",2,9,0,0.00,"Boozer, Carlos",1.50,24.00
"Kenyon Martin","New York Knicks",2013-11-25,2013,515,1610612752,400489083,3,10,50,1,"Dunk Shot","2PT Field Goal",2.90,"Portland Trail Blazers",-4,0,0,0.60,"Batum, Nicolas",2.80,16.00
Nene,"Washington Wizards",2013-11-26,2013,,1610612764,400489085,3,8,36,1,"Dunk Shot","2PT Field Goal",4.00,"Los Angeles Lakers",17,9,0,0.80,"Gasol, Pau",4.60,17.80
"David Lee","Golden State Warriors",2013-11-26,2013,2772,1610612744,400489087,3,7,48,1,"Dunk Shot","2PT Field Goal",4.00,"New Orleans Pelicans",2,-2,0,0.00,"Davis, Anthony",3.70,10.50
"Harrison Barnes","Golden State Warriors",2013-11-26,2013,6578,1610612744,400489087,3,2,23,1,"Dunk Shot","2PT Field Goal",4.20,"New Orleans Pelicans",0,1,0,0.80,"Gordon, Eric",3.90,20.90
"Glen Davis","Orlando Magic",2013-11-27,2013,3200,1610612753,400489089,3,8,12,1,"Dunk Shot","2PT Field Goal",3.00,"Philadelphia 76ers",0,7,0,0.80,"Carter-Williams, Michael",5.30,0.00
"Andray Blatche","Brooklyn Nets",2013-11-27,2013,2746,1610612751,400489091,3,5,07,1,"Dunk Shot","2PT Field Goal",1.80,"Los Angeles Lakers",10,4,0,0.70,"Young, Nick",2.80,23.00
"Alan Anderson","Brooklyn Nets",2013-11-27,2013,6569,1610612751,400489091,3,3,09,1,"Dunk Shot","2PT Field Goal",2.60,"Los Angeles Lakers",-7,15,0,0.80,"Blake, Steve",5.00,0.60
"Nick Young","Los Angeles Lakers",2013-11-27,2013,3243,1610612747,400489091,3,7,02,1,"Dunk Shot","2PT Field Goal",2.40,"Brooklyn Nets",4,9,0,0.80,"Blatche, Andray",5.70,20.10
"LeBron James","Miami Heat",2013-11-27,2013,1966,1610612748,400489092,3,10,43,1,"Dunk Shot","2PT Field Goal",6.00,"Cleveland Cavaliers",10,19,1,1.60,"Dellavedova, Matthew",3.00,22.20
"Joakim Noah","Chicago Bulls",2013-11-27,2013,3224,1610612741,400489093,3,9,08,1,"Dunk Shot","2PT Field Goal",3.50,"Detroit Pistons",-8,4,0,0.80,"Monroe, Greg",5.10,14.50
"Khris Middleton","Milwaukee Bucks",2013-11-27,2013,6609,1610612749,400489095,3,10,51,1,"Dunk Shot","2PT Field Goal",0.80,"Washington Wizards",-4,1,1,1.60,"Wall, John",2.60,20.20
"Kevin Durant","Oklahoma City Thunder",2013-11-27,2013,3202,1610612760,400489097,3,5,09,1,"Dunk Shot","2PT Field Goal",3.30,"San Antonio Spurs",1,0,0,1.40,"Diaw, Boris",8.10,21.10
"Kevin Durant","Oklahoma City Thunder",2013-11-27,2013,3202,1610612760,400489097,3,3,07,1,"Dunk Shot","2PT Field Goal",4.90,"San Antonio Spurs",-5,1,0,0.60,"Mills, Patty",2.70,11.50
"Nicolas Batum","Portland Trail Blazers",2013-11-27,2013,3416,1610612757,400489099,3,6,53,1,"Dunk Shot","2PT Field Goal",4.60,"Phoenix Suns",17,9,0,0.90,"Tucker, PJ",2.00,12.70
"Amir Johnson","Toronto Raptors",2013-11-29,2013,2769,1610612761,400489103,3,10,06,1,"Dunk Shot","2PT Field Goal",3.00,"Miami Heat",0,-3,0,0.60,"Haslem, Udonis",2.40,12.00
"Rudy Gay","Toronto Raptors",2013-11-29,2013,3005,1610612761,400489103,3,8,07,1,"Dunk Shot","2PT Field Goal",0.90,"Miami Heat",0,-2,0,0.80,"Haslem, Udonis",5.20,8.60
"Al Horford","Atlanta Hawks",2013-11-29,2013,3213,1610612737,400489104,3,7,05,1,"Dunk Shot","2PT Field Goal",3.90,"Dallas Mavericks",10,7,0,0.80,"Nowitzki, Dirk",4.90,14.60
"Josh Smith","Detroit Pistons",2013-11-29,2013,2411,1610612765,400489106,3,3,10,1,"Dunk Shot","2PT Field Goal",3.70,"Los Angeles Lakers",2,3,0,0.70,"Williams, Shawne",4.10,9.40
"Alan Anderson","Brooklyn Nets",2013-11-29,2013,6569,1610612751,400489107,3,11,20,1,"Dunk Shot","2PT Field Goal",3.10,"Houston Rockets",24,-3,1,1.80,"Harden, James",8.70,19.80
"Kenneth Faried","Denver Nuggets",2013-11-29,2013,6433,1610612743,400489111,3,8,24,1,"Dunk Shot","2PT Field Goal",2.90,"New York Knicks",2,11,0,1.00,"Bargnani, Andrea",3.30,3.90
"Kevin Martin","Minnesota Timberwolves",2013-11-30,2013,2394,1610612750,400489117,3,8,11,1,"Dunk Shot","2PT Field Goal",2.80,"Dallas Mavericks",-8,17,0,0.50,"Marion, Shawn",2.20,21.00
"Chandler Parsons","Houston Rockets",2013-11-30,2013,6466,1610612745,400489118,3,8,22,1,"Dunk Shot","2PT Field Goal",2.40,"San Antonio Spurs",1,9,0,0.00,"Green, Danny",4.40,20.30
"Omer Asik","Houston Rockets",2013-11-30,2013,3414,1610612745,400489118,3,2,34,1,"Dunk Shot","2PT Field Goal",0.60,"San Antonio Spurs",-5,15,0,0.90,"Ginobili, Manu",5.40,10.30
"Marvin Williams","Utah Jazz",2013-11-30,2013,2797,1610612762,400489119,3,9,42,1,"Dunk Shot","2PT Field Goal",3.60,"Phoenix Suns",10,-2,0,0.60,"Tucker, PJ",5.60,18.40
"John Henson","Milwaukee Bucks",2013-11-30,2013,6592,1610612749,400489120,3,10,49,1,"Dunk Shot","2PT Field Goal",3.30,"Boston Celtics",-7,0,0,0.90,"Bass, Brandon",4.10,4.60
"Giannis Antetokounmpo","Milwaukee Bucks",2013-11-30,2013,3032977,1610612749,400489120,3,0,40,1,"Dunk Shot","2PT Field Goal",1.60,"Boston Celtics",-11,1,0,0.50,"Humphries, Kris",2.80,12.30
"Brandon Davies","Philadelphia 76ers",2013-12-01,2013,2490144,1610612755,400489123,3,1,37,1,"Dunk Shot","2PT Field Goal",3.80,"Detroit Pistons",1,3,0,1.10,"Jennings, Brandon",3.70,20.20
"Serge Ibaka","Oklahoma City Thunder",2013-12-01,2013,3439,1610612760,400489126,3,11,27,1,"Dunk Shot","2PT Field Goal",1.30,"Minnesota Timberwolves",1,3,0,0.90,"Brewer, Corey",3.80,19.30
"Kendrick Perkins","Oklahoma City Thunder",2013-12-01,2013,2018,1610612760,400489126,3,4,49,1,"Dunk Shot","2PT Field Goal",1.40,"Minnesota Timberwolves",7,4,0,0.70,"Pekovic, Nikola",7.00,10.80
"Jason Smith","New Orleans Pelicans",2013-12-02,2013,3232,1610612740,400489130,3,9,21,1,"Dunk Shot","2PT Field Goal",4.20,"Chicago Bulls",-2,3,1,2.20,"Deng, Luol",3.90,0.00
"Alec Burks","Utah Jazz",2013-12-02,2013,6429,1610612762,400489132,3,7,42,1,"Dunk Shot","2PT Field Goal",5.30,"Houston Rockets",-18,7,2,1.80,"Jones, Terrence",5.30,0.00
"Dwight Howard","Houston Rockets",2013-12-02,2013,2384,1610612745,400489132,3,5,24,1,"Dunk Shot","2PT Field Goal",1.90,"Utah Jazz",10,11,0,0.70,"Favors, Derrick",5.40,0.00
"LaMarcus Aldridge","Portland Trail Blazers",2013-12-02,2013,2983,1610612757,400489133,3,6,54,1,"Dunk Shot","2PT Field Goal",0.20,"Indiana Pacers",2,1,0,0.00,"Hill, George",3.10,14.80
"Joel Freeland","Portland Trail Blazers",2013-12-02,2013,3004,1610612757,400489133,3,0,32,1,"Dunk Shot","2PT Field Goal",1.30,"Indiana Pacers",1,1,0,0.90,"Scola, Luis",3.00,22.50
"Paul George","Indiana Pacers",2013-12-02,2013,4251,1610612754,400489133,3,5,06,1,"Dunk Shot","2PT Field Goal",4.30,"Portland Trail Blazers",1,1,0,0.80,"Aldridge, LaMarcus",2.40,16.40
"Michael Beasley","Miami Heat",2013-12-03,2013,3418,1610612748,400489137,3,2,39,1,"Dunk Shot","2PT Field Goal",4.00,"Detroit Pistons",4,6,0,0.50,"Singler, Kyle",6.40,14.20
"Jonas Jerebko","Detroit Pistons",2013-12-03,2013,3998,1610612765,400489137,3,1,10,1,"Dunk Shot","2PT Field Goal",1.00,"Miami Heat",0,3,0,0.80,"Andersen, Chris",3.20,8.20
"Ed Davis","Memphis Grizzlies",2013-12-03,2013,4259,1610612763,400489138,3,5,40,1,"Dunk Shot","2PT Field Goal",3.50,"Phoenix Suns",0,12,0,0.00,"Green, Gerald",1.20,4.50
"Ed Davis","Memphis Grizzlies",2013-12-03,2013,4259,1610612763,400489138,3,0,01,1,"Dunk Shot","2PT Field Goal",1.70,"Phoenix Suns",-5,11,0,0.10,"Goodwin, Archie",0.80,0.00
"Timofey Mozgov","Denver Nuggets",2013-12-04,2013,4298,1610612743,400489142,3,2,20,1,"Dunk Shot","2PT Field Goal",2.80,"Cleveland Cavaliers",-4,-6,0,0.60,"Clark, Earl",4.20,5.20
"DeAndre Jordan","Los Angeles Clippers",2013-12-04,2013,3442,1610612746,400489143,3,7,49,1,"Dunk Shot","2PT Field Goal",1.80,"Atlanta Hawks",2,-2,0,0.90,"Millsap, Paul",1.20,5.50
"Omri Casspi","Houston Rockets",2013-12-04,2013,3554,1610612745,400489144,3,9,19,1,"Dunk Shot","2PT Field Goal",3.00,"Phoenix Suns",4,12,0,0.70,"Dragic, Goran",4.40,21.00
"Dwight Howard","Houston Rockets",2013-12-04,2013,2384,1610612745,400489144,3,8,33,1,"Dunk Shot","2PT Field Goal",2.40,"Phoenix Suns",7,0,0,0.00,"Frye, Channing",1.20,24.00
"John Henson","Milwaukee Bucks",2013-12-04,2013,6592,1610612749,400489145,3,10,15,1,"Dunk Shot","2PT Field Goal",3.20,"Detroit Pistons",-5,1,0,0.80,"Monroe, Greg",4.00,21.80
"Andre Drummond","Detroit Pistons",2013-12-04,2013,6585,1610612765,400489145,3,11,08,1,"Dunk Shot","2PT Field Goal",1.20,"Milwaukee Bucks",-10,-3,0,0.00,"Henson, John",2.80,24.00
"Greg Monroe","Detroit Pistons",2013-12-04,2013,4260,1610612765,400489145,3,6,32,1,"Dunk Shot","2PT Field Goal",1.50,"Milwaukee Bucks",-8,4,0,0.70,"Ilyasova, Ersan",3.80,21.00
"AlFarouq Aminu","New Orleans Pelicans",2013-12-04,2013,4248,1610612740,400489146,3,7,57,1,"Dunk Shot","2PT Field Goal",1.80,"Dallas Mavericks",1,1,0,1.00,"Nowitzki, Dirk",4.10,15.90
"Jae Crowder","Dallas Mavericks",2013-12-04,2013,6581,1610612742,400489146,3,0,32,1,"Dunk Shot","2PT Field Goal",3.60,"New Orleans Pelicans",1,1,0,1.00,"Amundson, Lou",3.70,23.00
"Cody Zeller","Charlotte Bobcats",2013-12-06,2013,2579258,1610612766,400489153,3,4,37,1,"Dunk Shot","2PT Field Goal",3.70,"Philadelphia 76ers",4,6,0,0.90,"Anderson, James",3.00,18.90
"John Henson","Milwaukee Bucks",2013-12-06,2013,6592,1610612749,400489154,3,5,10,1,"Dunk Shot","2PT Field Goal",2.90,"Washington Wizards",0,1,0,0.50,"Singleton, Chris",2.20,12.50
"Andrew Bynum","Cleveland Cavaliers",2013-12-06,2013,2748,1610612739,400489155,3,7,12,1,"Dunk Shot","2PT Field Goal",2.30,"Atlanta Hawks",10,4,0,0.00,"Horford, Al",3.20,24.00
"Timofey Mozgov","Denver Nuggets",2013-12-06,2013,4298,1610612743,400489156,3,3,31,1,"Dunk Shot","2PT Field Goal",1.50,"Boston Celtics",2,-6,1,2.20,"Wallace, Gerald",3.80,7.50
"Harrison Barnes","Golden State Warriors",2013-12-06,2013,6578,1610612744,400489158,3,9,20,1,"Dunk Shot","2PT Field Goal",1.70,"Houston Rockets",9,1,0,0.60,"Howard, Dwight",8.40,16.70
"Serge Ibaka","Oklahoma City Thunder",2013-12-06,2013,3439,1610612760,400489159,3,4,00,1,"Dunk Shot","2PT Field Goal",3.00,"New Orleans Pelicans",-2,0,0,0.60,"Anderson, Ryan",1.30,17.00
"Markieff Morris","Phoenix Suns",2013-12-06,2013,6461,1610612756,400489160,3,5,04,1,"Dunk Shot","2PT Field Goal",3.50,"Toronto Raptors",10,4,0,0.70,"Gay, Rudy",6.30,20.00
"Rudy Gay","Toronto Raptors",2013-12-06,2013,3005,1610612761,400489160,3,4,41,1,"Dunk Shot","2PT Field Goal",3.60,"Phoenix Suns",10,3,0,0.70,"Tucker, PJ",3.60,7.70
"Gordon Hayward","Utah Jazz",2013-12-06,2013,4249,1610612762,400489161,3,5,27,1,"Dunk Shot","2PT Field Goal",5.40,"Portland Trail Blazers",6,0,0,0.70,"Lopez, Robin",2.20,21.20
"Derrick Williams","Sacramento Kings",2013-12-06,2013,6480,1610612758,400489162,3,9,20,1,"Dunk Shot","2PT Field Goal",3.50,"Los Angeles Lakers",0,11,0,0.60,"Johnson, Wesley",1.40,8.90
"Tristan Thompson","Cleveland Cavaliers",2013-12-07,2013,6474,1610612739,400489164,3,7,40,1,"Dunk Shot","2PT Field Goal",3.80,"Los Angeles Clippers",7,1,0,1.00,"Griffin, Blake",1.90,13.30
"Andrew Bynum","Cleveland Cavaliers",2013-12-07,2013,2748,1610612739,400489164,3,6,20,1,"Dunk Shot","2PT Field Goal",1.60,"Los Angeles Clippers",-8,0,0,0.00,"Paul, Chris",4.00,19.60
"Kentavious CaldwellPope","Detroit Pistons",2013-12-07,2013,2581018,1610612765,400489165,3,9,58,1,"Dunk Shot","2PT Field Goal",4.00,"Chicago Bulls",6,14,2,2.80,"Hinrich, Kirk",2.50,0.00
"Harrison Barnes","Golden State Warriors",2013-12-07,2013,6578,1610612744,400489166,3,9,00,1,"Dunk Shot","2PT Field Goal",3.50,"Memphis Grizzlies",0,-5,0,0.80,"Bayless, Jerryd",4.40,17.60
"Dwyane Wade","Miami Heat",2013-12-07,2013,1987,1610612748,400489167,3,6,51,1,"Dunk Shot","2PT Field Goal",1.50,"Minnesota Timberwolves",29,0,0,0.70,"Mbah a Moute, Luc",4.00,15.40
"John Henson","Milwaukee Bucks",2013-12-07,2013,6592,1610612749,400489168,3,5,45,1,"Dunk Shot","2PT Field Goal",1.40,"Brooklyn Nets",-8,-10,0,1.00,"Livingston, Shaun",2.50,8.30
"John Henson","Milwaukee Bucks",2013-12-07,2013,6592,1610612749,400489168,3,4,08,1,"Dunk Shot","2PT Field Goal",0.70,"Brooklyn Nets",1,1,0,0.90,"Blatche, Andray",5.40,24.00
"Kawhi Leonard","San Antonio Spurs",2013-12-07,2013,6450,1610612759,400489169,3,6,06,1,"Dunk Shot","2PT Field Goal",4.70,"Indiana Pacers",1,1,1,1.40,"Hill, George",0.90,19.90
"David West","Indiana Pacers",2013-12-07,2013,2177,1610612754,400489169,3,7,59,1,"Dunk Shot","2PT Field Goal",1.40,"San Antonio Spurs",4,-10,0,0.60,"Duncan, Tim",4.30,10.80
"Nicolas Batum","Portland Trail Blazers",2013-12-07,2013,3416,1610612757,400489171,3,4,20,1,"Dunk Shot","2PT Field Goal",0.20,"Dallas Mavericks",4,0,0,0.60,"James, Bernard",3.80,10.50
"Kevin Durant","Oklahoma City Thunder",2013-12-08,2013,3202,1610612760,400489175,3,11,26,1,"Dunk Shot","2PT Field Goal",4.30,"Indiana Pacers",2,0,0,1.00,"George, Paul",2.50,15.20
"DeMar DeRozan","Toronto Raptors",2013-12-08,2013,3978,1610612761,400489176,3,10,24,1,"Dunk Shot","2PT Field Goal",1.70,"Los Angeles Lakers",-11,9,0,0.70,"Johnson, Wesley",4.80,21.40
"Andrew Bogut","Golden State Warriors",2013-12-09,2013,2747,1610612744,400489177,3,9,50,1,"Dunk Shot","2PT Field Goal",3.30,"Charlotte Hornets",-7,4,0,0.50,"Jefferson, Al",3.50,17.40
"Jermaine ONeal","Golden State Warriors",2013-12-09,2013,615,1610612744,400489177,3,1,19,1,"Dunk Shot","2PT Field Goal",1.90,"Charlotte Hornets",3,1,0,2.40,"Walker, Kemba",3.20,22.20
"Alonzo Gee","Cleveland Cavaliers",2013-12-10,2013,4232,1610612739,400489183,3,9,49,1,"Dunk Shot","2PT Field Goal",2.00,"New York Knicks",-5,0,2,4.40,"Felton, Raymond",2.30,21.20
"Tristan Thompson","Cleveland Cavaliers",2013-12-10,2013,6474,1610612739,400489183,3,7,37,1,"Dunk Shot","2PT Field Goal",1.10,"New York Knicks",6,6,0,0.70,"Felton, Raymond",2.90,18.00
"Tim Duncan","San Antonio Spurs",2013-12-10,2013,215,1610612759,400489185,3,3,04,1,"Dunk Shot","2PT Field Goal",2.70,"Toronto Raptors",12,6,0,1.20,"Ross, Terrence",3.30,10.90
"Russell Westbrook","Oklahoma City Thunder",2013-12-10,2013,3468,1610612760,400489186,3,10,16,1,"Dunk Shot","2PT Field Goal",6.40,"Atlanta Hawks",10,-3,0,0.90,"Teague, Jeff",1.20,16.80
"Corey Brewer","Minnesota Timberwolves",2013-12-10,2013,3191,1610612750,400489188,3,10,39,1,"Dunk Shot","2PT Field Goal",2.10,"Detroit Pistons",0,7,1,1.50,"Smith, Josh",7.50,18.50
"Taj Gibson","Chicago Bulls",2013-12-10,2013,3986,1610612741,400489189,3,2,55,1,"Dunk Shot","2PT Field Goal",0.80,"Milwaukee Bucks",0,11,0,0.40,"Henson, John",2.70,0.00
"Russell Westbrook","Oklahoma City Thunder",2013-12-11,2013,3468,1610612760,400489193,3,9,08,1,"Dunk Shot","2PT Field Goal",3.40,"Memphis Grizzlies",0,-2,2,3.70,"Prince, Tayshaun",12.20,21.40
"Jeremy Lamb","Oklahoma City Thunder",2013-12-11,2013,6603,1610612760,400489193,3,2,59,1,"Dunk Shot","2PT Field Goal",3.60,"Memphis Grizzlies",0,6,0,1.50,"Leuer, Jon",9.20,21.60
"Kawhi Leonard","San Antonio Spurs",2013-12-11,2013,6450,1610612759,400489194,3,11,39,1,"Dunk Shot","2PT Field Goal",2.60,"Milwaukee Bucks",-2,0,3,3.00,"Mayo, O.J.",3.00,23.20
"Jason Smith","New Orleans Pelicans",2013-12-11,2013,3232,1610612740,400489196,3,7,50,1,"Dunk Shot","2PT Field Goal",2.10,"Detroit Pistons",7,0,0,0.70,"Smith, Josh",5.70,14.00
"Lou Amundson","New Orleans Pelicans",2013-12-11,2013,3041,1610612740,400489196,3,5,54,1,"Dunk Shot","2PT Field Goal",4.80,"Detroit Pistons",0,1,0,1.00,"Drummond, Andre",3.70,12.40
"Greg Monroe","Detroit Pistons",2013-12-11,2013,4260,1610612765,400489196,3,6,53,1,"Dunk Shot","2PT Field Goal",5.50,"New Orleans Pelicans",0,-2,0,1.10,"Gordon, Eric",3.20,21.70
"Gordon Hayward","Utah Jazz",2013-12-11,2013,4249,1610612762,400489198,3,9,05,1,"Dunk Shot","2PT Field Goal",1.80,"Sacramento Kings",2,0,0,0.70,"McLemore, Ben",6.60,19.90
"Derrick Favors","Utah Jazz",2013-12-11,2013,4257,1610612762,400489198,3,7,25,1,"Dunk Shot","2PT Field Goal",5.10,"Sacramento Kings",7,17,0,0.80,"Thompson, Jason",3.50,9.00
"Robin Lopez","Portland Trail Blazers",2013-12-12,2013,3447,1610612757,400489201,3,7,55,1,"Dunk Shot","2PT Field Goal",4.40,"Houston Rockets",1,1,0,0.90,"Howard, Dwight",2.00,4.70
"Dwight Howard","Houston Rockets",2013-12-12,2013,2384,1610612745,400489201,3,2,13,1,"Dunk Shot","2PT Field Goal",2.80,"Portland Trail Blazers",-2,1,0,0.00,"Freeland, Joel",2.90,18.90
"Jeff Taylor","Charlotte Bobcats",2013-12-13,2013,6156,1610612766,400489202,3,1,01,1,"Dunk Shot","2PT Field Goal",1.40,"Indiana Pacers",18,6,1,0.90,"Mahinmi, Ian",3.00,11.00
"Kyrie Irving","Cleveland Cavaliers",2013-12-13,2013,6442,1610612739,400489203,3,8,59,1,"Dunk Shot","2PT Field Goal",3.00,"Orlando Magic",4,1,2,2.60,"Afflalo, Arron",28.10,21.80
"Andre Drummond","Detroit Pistons",2013-12-13,2013,6585,1610612765,400489207,3,9,45,1,"Dunk Shot","2PT Field Goal",1.20,"Brooklyn Nets",-5,0,0,0.40,"Anderson, Alan",2.70,20.10
"Kevin Garnett","Brooklyn Nets",2013-12-13,2013,261,1610612751,400489207,3,9,26,1,"Dunk Shot","2PT Field Goal",1.40,"Detroit Pistons",2,0,0,1.00,"Drummond, Andre",1.70,7.40
"Mirza Teletovic","Brooklyn Nets",2013-12-13,2013,4385,1610612751,400489207,3,8,46,1,"Dunk Shot","2PT Field Goal",3.10,"Detroit Pistons",4,1,0,0.60,"Monroe, Greg",3.90,15.80
"Lou Amundson","New Orleans Pelicans",2013-12-13,2013,3041,1610612740,400489208,3,1,28,1,"Dunk Shot","2PT Field Goal",1.00,"Memphis Grizzlies",-2,1,0,1.10,"Leuer, Jon",2.20,12.80
"Perry Jones","Oklahoma City Thunder",2013-12-13,2013,6598,1610612760,400489209,3,1,29,1,"Dunk Shot","2PT Field Goal",5.40,"Los Angeles Lakers",15,-2,0,0.30,"Young, Nick",4.00,18.50
"Jordan Hill","Los Angeles Lakers",2013-12-13,2013,3994,1610612747,400489209,3,7,28,1,"Dunk Shot","2PT Field Goal",2.90,"Oklahoma City Thunder",13,12,0,0.00,"Durant, Kevin",0.60,14.30
"Xavier Henry","Los Angeles Lakers",2013-12-13,2013,4241,1610612747,400489209,3,5,20,1,"Dunk Shot","2PT Field Goal",1.70,"Oklahoma City Thunder",6,9,0,0.00,"Roberson, Andre",2.70,24.00
"Giannis Antetokounmpo","Milwaukee Bucks",2013-12-13,2013,3032977,1610612749,400489210,3,5,23,1,"Dunk Shot","2PT Field Goal",1.80,"Chicago Bulls",0,-3,0,0.00,"Noah, Joakim",2.20,24.00
"Kawhi Leonard","San Antonio Spurs",2013-12-13,2013,6450,1610612759,400489211,3,11,43,1,"Dunk Shot","2PT Field Goal",6.70,"Minnesota Timberwolves",7,1,1,2.00,"Rubio, Ricky",2.10,23.00
"Corey Brewer","Minnesota Timberwolves",2013-12-13,2013,3191,1610612750,400489211,3,10,00,1,"Dunk Shot","2PT Field Goal",6.90,"San Antonio Spurs",0,14,0,0.80,"Green, Danny",8.00,21.20
"Timofey Mozgov","Denver Nuggets",2013-12-13,2013,4298,1610612743,400489212,3,3,57,1,"Dunk Shot","2PT Field Goal",3.80,"Utah Jazz",20,11,1,1.30,"Kanter, Enes",4.80,7.90
"Darrell Arthur","Denver Nuggets",2013-12-13,2013,3413,1610612743,400489212,3,3,09,1,"Dunk Shot","2PT Field Goal",2.90,"Utah Jazz",0,1,0,0.60,"Hayward, Gordon",6.60,20.40
"Derrick Favors","Utah Jazz",2013-12-13,2013,4257,1610612762,400489212,3,8,40,1,"Dunk Shot","2PT Field Goal",1.40,"Denver Nuggets",21,1,0,0.70,"Mozgov, Timofey",1.60,9.50
"Jeff Taylor","Charlotte Bobcats",2013-12-14,2013,6156,1610612766,400489215,3,8,35,1,"Dunk Shot","2PT Field Goal",2.10,"Los Angeles Lakers",1,-9,0,0.90,"Johnson, Wesley",7.60,21.10
"Pau Gasol","Los Angeles Lakers",2013-12-14,2013,996,1610612747,400489215,3,9,28,1,"Dunk Shot","2PT Field Goal",3.30,"Charlotte Hornets",0,14,0,0.00,"Walker, Kemba",2.50,18.00
"Blake Griffin","Los Angeles Clippers",2013-12-14,2013,3989,1610612746,400489216,3,9,10,1,"Dunk Shot","2PT Field Goal",3.70,"Washington Wizards",12,4,0,0.00,"Gortat, Marcin",4.00,23.60
"Tristan Thompson","Cleveland Cavaliers",2013-12-14,2013,6474,1610612739,400489217,3,8,12,1,"Dunk Shot","2PT Field Goal",4.20,"Miami Heat",0,9,0,1.20,"Lewis, Rashard",1.40,11.00
"James Anderson","Philadelphia 76ers",2013-12-14,2013,4242,1610612755,400489220,3,0,04,1,"Dunk Shot","2PT Field Goal",3.50,"Portland Trail Blazers",-4,3,0,0.50,"Crabbe, Allen",1.40,4.70
"Robin Lopez","Portland Trail Blazers",2013-12-14,2013,3447,1610612757,400489220,3,7,37,1,"Dunk Shot","2PT Field Goal",4.30,"Philadelphia 76ers",0,-2,0,0.00,"Turner, Evan",1.20,21.00
"LaMarcus Aldridge","Portland Trail Blazers",2013-12-14,2013,2983,1610612757,400489220,3,3,06,1,"Dunk Shot","2PT Field Goal",2.90,"Philadelphia 76ers",4,7,0,0.00,"Thompson, Hollis",6.90,20.00
"Kawhi Leonard","San Antonio Spurs",2013-12-14,2013,6450,1610612759,400489222,3,9,53,1,"Dunk Shot","2PT Field Goal",1.80,"Utah Jazz",1,0,0,0.00,"Favors, Derrick",3.00,12.80
"Manu Ginobili","San Antonio Spurs",2013-12-14,2013,272,1610612759,400489222,3,2,14,1,"Dunk Shot","2PT Field Goal",3.50,"Utah Jazz",0,1,1,1.70,"Lucas III, John",19.30,21.20
